geneNames	GSM302859	GSM302864	GSM302866	GSM302870	GSM302872	GSM302882	GSM302896	GSM302900	GSM302924	GSM302927	GSM302933	GSM302943	GSM303364	GSM303366	GSM303368	GSM303520	GSM303522	GSM303523	GSM303525	GSM303531	GSM303533
ACR	41.3437	93.5977	92.7762	45.8304	30.1164	101.132	37.6577	49.2124	36.0074	36.9739	21.5726	26.5328	48.4098	114.68	23.7835	60.3381	31.7543	43.8938	100.546	144.924	76.9898
ACRV1	129.869833333333	142.700833333333	125.356933333333	168.5205	154.496166666667	114.255616666667	146.102833333333	88.8854833333333	73.4094	119.112166666667	95.78155	87.6153	182.044333333333	110.897	107.80865	122.034383333333	193.056	70.42145	88.4043333333333	98.8828666666667	121.333833333333
ACSBG1	38.41365	22.44583	35.028525	19.65615	53.96055	45.57785	28.3908	52.0522	41.66305	31.35405	72.06545	33.7163	71.7446	46.08275	48.77755	36.25145	57.9843	21.3145	47.32695	50.2001	65.24725
ACSBG2	177.455	51.2367	118.196	116.013	116.693	124.7	75.7872	60.0807	69.3729	95.7728	34.6129	73.5829	93.854	123.001	53.2016	96.2066	121.499	45.9999	108.983	47.535	80.7578
ACSF2	240.769	173.556	366.366	104.512	231.708	144.133	264.793	242.798	192.824	166.22	185.852	155.334	117.633	219.499	228.934	196.856	122.829	194.203	331.261	261.929	263.207
ACSL1	1872.12	773.584	6314.06	5129.46	1484.645	809.101	659.5895	946.378	2643.375	1184.815	573.477	1182.6745	1610.69	929.626	3015.06	2099.335	6503.395	535.0145	620.511	546.6885	1849.9
ACSL3	580	664.583333333333	733.453666666667	874.600666666667	970.229333333333	1057.845	689.366	849.298666666667	662.412666666667	725.818	519.201666666667	784.122	584.743666666667	796.491	831.122	706.370333333333	647.415	812.822	800.242	906.679666666667	571.138333333333
ACSL4	399.914	195.818	700.232	1151.72	250.695	266.443	355.154	355.65	166.077	185.352	91.7837	129.902	140.933	198.323	265.691	183.43	1771.77	67.1162	125.68	93.9077	169.559
ACSL5	307.069	296.288	608.184	386.844	631.12	398.369	622.637	609.305	359.407	556.345	730.437	538.633	485.906	417.27	450.143	268.757	738.38	337.799	342.154	367.603	303.732
ACSL6	60.3526666666667	66.15712	83.4030333333333	85.9896	93.8262666666667	58.9481333333333	98.7901333333333	66.6243333333333	56.2796	58.4525	69.151	46.0652	108.745466666667	70.1685333333333	74.9636666666667	87.1342333333333	81.0397333333333	46.9841033333333	53.8612333333333	75.2447666666667	85.9214666666667
ACSM1	32.0625	11.1411	10.109	15.1522	4.32829	6.93221	5.96939	5.25643	6.84964	8.15689	6.88378	15.4828	10.3334	9.97832	10.3489	13.5318	12.3181	47.0214	11.4066	20.9705	10.19
ACSM3	67.6208	51.32215	36.73545	58.8923	73.20025	57.6458	50.98945	49.547	24.92395	37.02285	52.21625	34.67615	114.0933	36.7503	34.150475	22.80205	70.22795	22.218145	35.05165	25.4263	23.657725
ACSM5	174.8665	420.6475	769.5725	135.597	195.685	286.425	268.385	211.139	426.1685	196.522	353.7535	249.9905	232.205	157.6495	429.488	217.8555	193.548	296.7725	415.475	396.191	433.691
ACSS3	231.063	230.307	621.41	150.265	297.804	199.978	269.038	165.973	253.728	225.862	172.088	198.036	213.015	192.163	223.558	160.576	266.002	174.782	205.985	246.357	259.625
ACTA1	24.9625	39.38	50.9779	62.7343	6.75741	17.4091	52.6617	35.6355	65.3462	23.5923	47.4332	15.2052	48.524	19.6476	21.4607	65.1648	37.6935	79.6702	42.4262	63.0796	9.59354
ACTA2	2408.1261	2011.155	1544.458	651.722	2087.9915	3267.7469	2189.937	1654.80745	4825.2334	1431.3908	1577.45525	1455.2179	1468.4875	2476.17445	885.4355	943.33495	888.325	4273.5239	2411.014	1812.7391	1273.2669
ACTB	19796.92	23207.6	15311.67	21352.9	15474.41	10867.368	12991.364	14198.9	13173.066	14815.204	17703.74	16307.52	18257.94	14630.064	16404.88	22057.06	16761.84	24247.24	20541.12	20501.64	22738.92
ACTC1	109.189	275.487	205.153	299.618	322.261	769.038	168.008	278.78	943.294	92.6103	36.8401	163.835	109.017	234.177	95.1085	262.902	284.244	271.799	149.247	161.548	142.438
ACTG2	241.485	246.945	404.372	205.497	376.331	547.73	269.746	157.991	1377.35	207.073	138.782	144.459	188.935	226.007	212.802	152.427	271.577	692.465	257.27	142.043	129.914
ACTL6A	395.125	335.776	575.411	594.34	209.457	271.262	287.64	308.857	194.812	223.924	212.63	175.475	179.056	306.418	210.986	243.271	558.683	190.174	154.836	190.512	161.792
ACTL6B	6.075215	8.767475	5.20135	8.573645	5.44719	7.795525	8.491545	3.87578	4.709125	4.753895	7.243875	11.66924	5.11781	5.609135	5.943545	7.127035	6.31273	6.240415	6.891545	25.20685	9.182615
ACTL7A	15.1458	6.22484	16.2333	20.371	18.5887	13.4195	14.6496	6.91611	10.6796	7.60854	5.44268	9.57288	10.0562	6.48674	12.5375	8.42222	20.605	8.96323	7.833	8.98503	7.64734
ACTL7B	43.4142	15.2998	10.9211	15.0922	49.771	12.1085	10.8597	10.1314	13.1849	13.7836	6.63999	16.327	9.73997	10.2334	34.6663	29.0602	57.124	23.0166	58.8254	25.033	27.2875
ACTL8	40.228	20.6665	18.679	22.5106	25.2451	18.158	30.0426	18.8226	20.9373	33.9403	25.0762	32.41	38.6073	23.2047	53.982	51.4692	51.9951	31.9029	98.0986	45.2911	109.204
ACTN1	2657.09666666667	1279.72966666667	941.724	2106.9	1184.58166666667	1633.546	1691.51333333333	1577.628	1741.98666666667	1225.768	793.686	1158.13033333333	1359.50466666667	1556.438	1118.00833333333	2581.16666666667	2094.69666666667	1978.77	1181.68933333333	908.56	1325.03666666667
ACTN2	66.046825	43.554785	55.83347	43.2302825	80.700975	62.86058	76.245875	42.97725	39.57938	43.6843675	43.8349675	33.09651	74.57075	52.4982875	45.1098625	59.72945	55.8650275	25.8879575	31.219025	54.121915	39.343525
ACTN3	80.2869	54.8764	93.7998	67.0207	84.0063	80.6229	129.18	93.5567	80.8453	95.0664	23.914	54.1406	66.0241	71.0659	76.8233	138.161	144.91	123.224	82.485	95.1909	39.4888
ACTN4	2090.98	2497.37	1108.63	2291.65	2896.63	2618.44	2040.42	2441.94	2074.9	1946.79	1647.59	1733.59	1350.65	1452.28	885.83	1457.41	1228.99	3324.31	2424.46	2560.41	1741.37
ACTR10	2262.12	3212.07	2784.57	2216.82	3099.49	3087.74	2802.88	3245.24	2718.44	3190.97	2430.41	2370.78	2701.51	3042.64	2863.77	2377.51	2142.32	2363.49	1912.63	1935.49	2079.88
ACTR1A	910.335	955.871	769.1025	800.227	1038.541	849.492	780.727	974.532	857.153	1047.919	759.418	849.1785	674.731	780.7675	681.1205	1158.06	757.7715	1260.7595	1086.9605	1220.15	1101.474
ACTR1B	686.124	703.772	662.15	379.409	682.751	716.254	523.401	381.076	830.071	434.607	680.03	565.442	678.71	660.104	620.531	756.072	515.479	711.828	738.443	740.038	761.539
ACTR2	1810.974	1599.59333333333	1522.74266666667	1782.18	1705.67266666667	1430.91966666667	2114.48666666667	1776.18633333333	1557.00766666667	1931.336	1946.614	2220.68833333333	1679.17	1695.033	2015.17366666667	2268.03	2138.14933333333	1591.58033333333	1390.33366666667	1714.74066666667	1383.76766666667
ACTR3	4496.56666666667	3196.78	2383.10666666667	5711.42333333333	4029.43333333333	3340.96	4125.28666666667	5014.37666666667	3412.29666666667	4137.18333333333	4110.86666666667	4299.06	4144.78666666667	3872.01333333333	4659.29333333333	4827.12333333333	4058.60666666667	3470.05	2872.79	2957.72333333333	3540.97666666667
ACTR3B	182.917	39.682	183.531	289.331	97.7117	92.6974	88.9697	72.1662	138.655	101.747	80.9216	80.7895	81.9465	142.338	98.3114	84.845	188.161	86.8388	107.585	122.545	62.2882
ACTR5	202.426	210.6145	176.3745	286.4885	211.1575	178.87	171.837	176.8025	199.658	158.6159	271.885	225.9465	292.0715	230.096	189.3715	223.166	246.029	164.4055	177.697	210.8945	236.7005
ACTR6	371.903	401.216	476.957	364.553	308.526	438.494	432.596	499.906	338.58	294.303	399.437	298.641	333.289	463.188	340.945	241.514	554.73	171.545	203.356	187.973	281.297
ACTR8	138.338	223.258	185.203	234.586	160.874	188.367	162.899	199.047	142.072	164.584	162.114	212.116	125.03	180.451	188.407	200.836	172.718	146.013	192.116	224.99	220.199
ACVR1	1243.81	1836.5	1606.16	1470.27	1229.22	2431.4	1208.93	1363.66	1424.27	1443.12	885.569	981.907	965.063	1751.45	1239.75	1094.8	1295.01	1018.2	901.727	1087.29	1107.23
ACVR1B	221.83475	222.690816666667	290.788283333333	263.6462	185.66395	171.918983333333	198.176016666667	106.399416666667	206.879666666667	151.55935	156.448583333333	175.698566666667	163.524633333333	140.900516666667	127.937816666667	173.878983333333	283.898583333333	121.127666666667	144.001183333333	146.088866666667	177.88035
ACVR2A	595.073	595.145	446.037	765.089	904.502	468.811	563.873	578.015	515.765	418.813	602.78	547.74	385.003	299.738	441.805	676.912	495.913	458.117	515.363	389.286	509.725
ACVR2B	152.353	192.47	209.789	176.365	175.566	208.018	247.543	113.346	89.855	163.822	158.269	133.95	225.17	164.842	137.26	183.739	246.926	135.685	142.367	185.464	200.56
ACVR2B-AS1	91.984	157.892	101.418	58.3359	81.7514	86.6929	77.1501	15.4819	100.163	15.3786	49.3229	83.6322	56.6008	15.8997	33.7213	68.2628	72.4546	15.3954	16.5409	8.1079	69.1021
ACVRL1	489.932	314.742	326.728	206.603	177.082	213.698	192.354	141.214	144.139	211.467	104.606	159.259	173.838	153.01	109.881	149.39	102.571	169.609	224.592	155.228	236.327
ACYP1	214.35	318.39	158.507	119.54	375.236	342.463	165.388	521.426	265.256	134.645	166.458	118.026	325.674	490.391	291.522	170.415	114.289	196.014	291.831	331.673	233.183
ADA	617.3095	276.611	213.4495	285.657	363.043	314.8255	404.734	383.82	247.93	409.1245	357.9875	442.5235	458.9565	418.79	475.601	379.892	332.47	344.908	324.7505	293.2215	303.908
ADAM10	839.175333333333	1112.37866666667	853.840333333333	594.537333333333	817.269	939.991333333333	1134.375	1030.46966666667	778.02	905.014	860.815	940.472333333333	886.16	952.087666666667	1121.397	921.346666666667	619.061666666667	665.354333333333	827.405333333333	1097.55733333333	933.956
ADAM11	30.3583	29.8021	24.8529	19.0624	27.331	16.7888	22.7808	11.9885	17.8468	9.75247	10.5636	20.4094	29.2644	21.8147	10.9383	41.8343	17.3226	39.5261	43.5797	14.4889	44.7864
ADAM12	1603.3835	132.163825	99.0795	152.5845	148.606055	79.3819	261.069825	79.578025	96.902425	305.40105	64.910925	182.23035	206.019125	270.281975	153.1697	664.413475	184.22625	221.222175	89.27155	79.949275	47.873175
ADAM15	287.264	240.651	225.07	233.435	123.049	55.3355	75.9806	81.6986	75.4338	88.756	63.075	93.1425	80.232	44.9773	59.4962	293.794	292.347	460.515	373.829	351.461	163.802
ADAM17	588.679	513.9671	500.851533333333	554.723333333333	382.4759	388.602533333333	473.813133333333	565.164133333333	405.295033333333	430.001333333333	442.441133333333	339.641133333333	360.9248	476.693366666667	573.627666666667	534.430666666667	490.893	459.050166666667	490.946666666667	484.845333333333	418.807666666667
ADAM18	60.0631	47.8844	70.7665	77.3012	107.18	38.7717	118.444	19.2859	15.8898	50.8579	18.939	41.8662	61.9613	46.4132	39.6002	60.1238	79.8849	8.294	10.5744	11.4908	19.3068
ADAM19	305.5275	122.45915	149.6195	386.6885	260.1554	156.948	295.6015	250.55045	95.68155	266.94485	284.6781	243.8506	387.2605	150.7571	201.0942	258.5685	195.323	82.4088	170.3775	135.687	132.532
ADAM2	16.1001	5.68571	3.84303	6.20393	8.5243	6.49587	3.78474	17.5205	1.59903	11.126	24.0467	2.23149	31.8493	8.68322	1.74968	2.26416	5.13902	27.3117	1.27179	16.2609	6.85581
ADAM20	79.1323	111.16385	100.65345	83.4868	23.56535	71.91715	103.09835	52.628	31.8412	81.7836	54.34705	68.4779	56.91855	58.85755	49.0021	87.7441	99.4154	54.4498	43.50575	36.6509	48.8145
ADAM21	100.106	171.563	169.849	166.387	152.152	165.459	182.41	76.6012	76.2797	136.5	74.2495	85.5367	194.597	142.553	84.513	151.186	201.03	102.423	82.6289	128.673	107.935
ADAM22	36.080955	72.0820466666667	75.962285	32.8779	56.3803166666667	28.7197683333333	40.3367966666667	32.4067666666667	46.7035483333333	35.6882183333333	40.092	31.5046816666667	29.8469833333333	32.3532116666667	37.0214533333333	16.8910333333333	76.9211233333333	30.122765	42.444705	67.6733566666667	54.0638
ADAM23	299.274	149.74005	87.15305	178.1513	113.96725	114.6688	167.0182	82.1336	102.77565	49.996845	93.0147	84.57155	88.19785	101.32455	10.742345	89.5769	82.2007	177.16545	141.7848	254.2515	91.4946
ADAM28	127.433666666667	62.7481	34.9936933333333	32.67547	65.4879333333333	23.5719833333333	292.551566666667	233.873666666667	49.0935333333333	189.264113333333	430.071566666667	326.438733333333	282.938	63.4921	265.064666666667	249.444333333333	31.53495	38.50484	126.7268	63.8971333333333	71.5158
ADAM30	31.6383	144.266	84.342	75.4541	130.181	11.0568	63.3515	35.5819	72.8673	39.3093	75.545	21.5889	52.3809	61.5271	65.0086	136.839	167.261	103.057	33.6474	159.506	158.424
ADAM3A	22.5488	4.20268	1.1883	4.06632	10.423	36.6413	33.9734	6.10326	9.04885	17.4235	15.563	43.5681	6.46942	5.67312	2.18111	9.17261	9.79657	17.3953	1.31726	6.91386	8.81025
ADAM5	74.3506	74.5486	66.0866	80.7271	141.1445	58.818	115.4855	66.9725	82.015	72.80355	50.129	74.8915	90.52005	61.17425	81.29095	63.16655	86.581	46.72335	59.87055	65.6373	52.696
ADAM7	19.5682	19.22795	21.4363	9.25018	11.75095	27.72725	31.5897	22.45597	26.676705	10.59001	15.153625	4.271205	17.5814	15.7161	14.843425	22.7549	35.7479	29.8597	35.22865	19.269195	8.15809
ADAM8	88.150385	68.91465	23.0493	455.9605	167.43755	15.18715	98.737805	158.7957	92.02795	76.53361	147.769075	117.82595	113.364475	80.31056	92.00743	473.418	54.7789	99.9216	104.9385	54.41645	110.3865
ADAM9	1812.73	2119.15	1678.15	1310.53	1263.76	2105.3	1620.53	1279.34	1307.55	1376.16	1257.57	1564.25	804.906	1995.43	1645.85	1888.03	1822.72	1832.33	1698.73	1464.47	2312.8
ADAMDEC1	389.113	87.9958	43.3666	52.332	1422.55	125.104	2079.1	1482.53	168.222	1318.64	4239.51	2423.19	2646.53	89.1716	895.53	668.729	63.101	69.0287	56.4985	44.1854	39.136
ADAMTS1	1678.67	560.567	994.486	3009.54	453.447	1698.29	974.669	386.567	1081.33	540.974	329.979	447.644	927.408	1180.15	504.802	612.25	3070.18	236.436	1550.52	1275.01	3370.41
ADAMTS12	160.31	174.632	155.39	196.397	145.349	146.132	156.463	136.206	114.352	88.1418	81.8866	100.742	104.424	142.435	101.189	206.66	176.896	123.89	61.9315	77.3801	110.349
ADAMTS13	108.742	36.1177	33.3578	74.9002	81.1823	38.6768	69.187	26.4019	41.596	26.0353	25.6053	63.9807	35.7515	86.5103	28.2728	105.676	103.178	81.0897	40.7263	35.8799	119.673
ADAMTS2	328.9525	462.4795	271.889	269.1785	520.368	687.8515	361.946	483.966	479.367	617.887	164.98	382.322	367.375	428.686	400.268	780.6375	346.9155	578.424	343.9755	374.678	550.5445
ADAMTS20	40.4663	50.5115	25.382	58.8353	49.7392	64.6202	43.3052	46.1818	33.1931	37.82	14.6067	35.951	35.9976	8.50865	28.5787	1.53963	37.021	19.3911	15.1566	33.3767	34.6646
ADAMTS3	146.904	83.4512	64.2601	191.431	121.455	92.5392	190.275	176.748	110.737	83.4821	155.018	101.866	191.23	309.163	109.67	82.8619	166.022	237.529	180.954	297.011	127.457
ADAMTS5	1004.58	2482.76	3309.65	1096.5	3377.06	1149.54	1061.98	2061.17	3122.91	1253.22	608.145	829.205	948.878	1844.97	1008.46	1162.91	1087.92	550.077	1113.58	1404.17	1567.33
ADAMTS6	89.406	90.9875	102.033	98.6648	77.6672	54.3631	75.8097	40.0575	12.5875	15.3203	30.4772	62.7357	57.1306	37.8605	48.6348	137.687	161.997	43.5553	74.5887	19.9298	51.9662
ADAMTS7	100.67175	109.50465	91.5588	110.46055	74.63035	41.6864	63.15625	63.2801	67.6913	68.55365	58.0421	46.17395	44.27565	41.10445	42.43665	132.559	106.2756	115.8534	74.21315	109.2671	115.5664
ADAMTS8	22.7268	43.0193	22.0113	53.11965	27.83845	25.1928	34.9842	22.7871	31.707325	59.30255	19.93045	29.97428	15.1981	23.54105	17.6944	14.329695	49.15695	33.45275	29.1942	46.50625	39.07845
ADAMTS9	887.582	281.96	486.683	1000.96	189.685	125.371	239.081	138.155	136.481	127.825	115.229	141.853	370.969	354.9	276.837	251.236	848.59	76.4907	270.166	267.311	2048.94
ADAMTSL2	11.6501	10.9175	8.79012	18.2773	6.77839	7.52385	7.28869	7.8538	9.57742	12.5627	6.47838	8.00461	7.2433	8.88039	6.4515	8.81841	9.57334	10.8651	20.5072	77.2814	22.7604
ADAMTSL3	241.853	908.041	388.721	294.637	827.257	692.15	814.99	515.04	892.148	287.027	977.456	564.264	588.88	378.683	244.495	132.934	442.338	988.5	1623.24	1925.59	500.536
ADAMTSL4	170.217	232.909	150.694	242.025	234.384	140.56	221.653	105.966	70.852	91.2858	82.2415	163.947	202.465	177.172	181.54	388.173	137.84	144.142	244.276	212.219	302.023
ADAP1	216.14045	340.4606	153.3184	300.9072	653.678	330.79145	492.37355	596.7235	289.4955	438.6705	277.082	362.5865	439.6885	363.9165	524.511	462.373	311.41395	314.141	328.8425	458.0465	404.15
ADAP2	834.731	3262.06	716.318	1174.68	1325.79	827.836	1891	1881.74	622.933	1252.68	1533.4	1763.19	636.174	914.644	1353.41	1320.87	1174.57	1774.75	2435.31	2180.14	2424.94
ADAR	2536.01	2433	2581.97	2764.11	3550.89	3144.75	2963.37	3649.67	2476.89	3150.28	3627.89	3165.64	3243.59	2260.63	2646.93	2880.36	2571.75	3030.28	2939.93	3005.85	2303.74
ADARB1	242.601733333333	263.8201	265.773	119.645766666667	164.854933333333	247.298386666667	178.3862	164.327366666667	328.133543333333	123.938266666667	174.268433333333	129.321066666667	137.1749	217.49967	123.77	186.144233333333	154.3156	220.123833333333	176.4698	157.6113	170.6774
ADARB2	8.98369	8.51059	13.3136	10.5684	61.3713	18.708	14.4886	9.84525	16.7275	8.41149	5.05006	7.71044	15.4756	12.9536	9.68779	13.0934	12.5671	12.364	9.59996	20.3042	26.4949
ADAT1	354.367	398.416	335.301	404.692	327.079	314.431	334.109	265.218	299.56	211.626	344.424	412.033	261.094	357.369	296.427	360.625	311.605	253.503	326.461	326.619	332.543
ADCK2	198.7976	212.876475	194.6518	113.75886	208.0671	208.8830575	252.944125	207.200475	231.459925	253.001275	377.6424	268.1589675	242.5654	222.077005	273.175125	270.3592375	146.654575	371.646225	259.8168	201.0070175	190.374675
ADCK3	588.212	763.629	1900.06	171.049	778.064	727.4	681.737	695.119	1584.22	576.768	1018.12	730.663	801.717	714.213	771.938	562.276	674.655	751.677	885.892	764.148	922.403
ADCK4	59.5289	61.7294	15.6561	13.6275	49.1736	8.56542	10.7562	26.1069	6.19902	5.65571	3.25958	16.3529	10.173	14.6114	7.06983	29.5	111.937	42.2387	25.9357	38.4903	13.1777
ADCY1	123.7157	145.3028	95.5221	111.997666666667	150.025	101.349433333333	248.370066666667	215.921933333333	79.0972	119.305766666667	200.365533333333	127.818066666667	168.8565	141.8836	68.6807666666667	135.504266666667	114.287433333333	229.795133333333	139.613833333333	158.9132	74.6237
ADCY10	40.16	16.59841	53.76045	45.16895	37.2804	25.4797	39.34005	33.76587	23.32235	28.00505	28.8083	30.42545	43.587	24.143	31.22455	34.1696	19.669555	42.205	64.99875	32.51125	44.175305
ADCY2	89.3202666666667	266.483333333333	138.651133333333	104.4669	80.8074	55.2127	102.832466666667	66.5099333333333	165.352833333333	56.0004933333333	34.5273033333333	50.5214	71.4963666666667	75.7998666666667	80.5885333333333	70.2848666666667	132.4231	47.1998333333333	108.1928	118.201366666667	142.786966666667
ADCY3	595.1655	434.1345	629.416	372.35	767.281	400.815	412.9705	363.3195	735.216	509.4995	486.3055	510.878	478.4455	396.694	392.794	645.9465	597.6625	913.3415	779.274	575.7365	513.6275
ADCY6	523.623	523.033	777.071	451.481	381.442	465.922	388.433	380.026	537.278	336.901	262.772	324.257	649.616	643.067	469.787	494.493	486.588	657.498	770.677	900.369	696.607
ADCY7	304.208	848.796	271.152	509.079	489.782	664.462	718.296	959.397	315.563	536.553	542.788	600.682	568.608	1009.59	814.553	802.837	442.204	474.349	584.573	657.536	415.569
ADCY8	44.532	9.44545	27.4867	16.5635	27.9014	128.545	13.2549	16.6653	6.06116	36.7179	18.2639	18.5814	12.2581	15.1055	5.92073	15.7721	49.9825	107.098	30.0162	103.56	85.8425
ADCY9	215.0307	273.408633333333	239.265666666667	241.967266666667	241.692766666667	396.718733333333	248.270333333333	192.041633333333	376.663633333333	242.863	200.2906	176.0987	247.050233333333	338.113433333333	169.2053	269.033666666667	180.078933333333	316.6851	353.576666666667	331.186233333333	317.541666666667
ADCYAP1	172.445	181.593	105.719	136.713	187.593	138.73	173.163	100.694	92.7705	164.527	103.123	128.104	245.109	93.1449	164.385	44.1562	194.9	74.0323	142.92	53.7793	52.6077
ADCYAP1R1	75.7899	111.955	32.7225	109.075	38.0726	29.8626	71.57	52.4733	71.1203	14.2405	17.0102	69.1175	23.5172	91.1677	9.7018	105.733	76.5795	108.814	193.371	100.436	90.8837
ADD1	876.296333333333	988.044333333333	873.398333333333	559.078333333333	1052.196	892.137333333333	698.542	587.879333333333	1064.52266666667	761.968	981.781333333333	846.089333333333	665.703	745.698	501.588	862.255333333333	655.662666666667	1035.86866666667	1208.016	1165.18233333333	931.754
ADD2	92.7188666666667	132.3835	98.137	139.395633333333	144.898966666667	53.8530666666667	117.427033333333	78.0399	87.3465	90.5022	109.062566666667	101.698566666667	97.5996333333333	44.0977	133.489433333333	114.344766666667	109.732666666667	113.939366666667	77.0151	91.5121333333333	100.655666666667
